source_strategy,source_category_id,source_category_name,source_category_path,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Wine Pourers,678498011,Wine Pourers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,B0BZ336RGQ,,"BBTO 40 Pcs Measured Bottle Pourers Liquor, 1 Oz Auto Shot,Clear, Black | Quick Pour Spout for Alcohol Bottles, 30 Ml Precise Dispensing, Ideal for Bars Home Parties, Portion Control Mixing",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,US,30.99,8.68,2.48,5.36,0.15,629.0,1010.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BZ336RGQ; brand BBTO,https://www.amazon.com/dp/B0BZ336RGQ,45.0,Reject,9.82,0.3169,6177.72,87.3,18.3,33.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Corers,678502011,Corers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Corers,B0DJQZXFFM,,"Apple Peeler Corer, 5 In 1 Apple Peeler Slicer Corer with Stainless Steel Blades and Powerful Suction Base for Apples and Potatoes(Ruby)",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Corers,US,26.99,7.56,2.16,6.38,0.15,569.0,96.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DJQZXFFM; brand tatida,https://www.amazon.com/dp/B0DJQZXFFM,45.0,Reject,6.84,0.2535,3892.81,87.3,54.3,12.4,22.0,78.0,brand moat: Apple; supplier quote required; estimated profit is not a rejection gate,brand moat: Apple,,,,,,,,,,,,,
category:Pitters,678503011,Pitters,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Pitters,B0F27LFLMZ,,"Cherry Pitter for 6 Cherries, ABS Hand Press with Removable Tray | 6-cherry pitting, ABS body, removable tray, easy rinse, for jam pie canning",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Pitters,US,12.99,3.64,1.04,3.54,0.15,411.0,165.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F27LFLMZ; brand Jux Yagom,https://www.amazon.com/dp/B0F27LFLMZ,45.0,Reject,2.82,0.2172,1159.64,72.5,50.8,0.5,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Potato Mashers,678504011,Potato Mashers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,B0GFCF7MVS,,Stainless Steel Meat Masher: Ground Beef Chopper Hamburger Smasher Tool,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,US,16.95,4.75,1.36,4.39,0.15,276.0,85.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GFCF7MVS; brand Gogeffor,https://www.amazon.com/dp/B0GFCF7MVS,45.0,Reject,3.91,0.2305,1078.47,50.0,54.3,0.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Digital Scales,678508011,Digital Scales,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,B0CJ7S41HJ,,"Coffee Scale with Timer, 0.1g High Precision Espresso Scale 3kg",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,US,14.39,4.03,1.15,4.45,0.15,1910.0,427.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CJ7S41HJ; brand Nkove,https://www.amazon.com/dp/B0CJ7S41HJ,45.0,Reject,2.6,0.1808,4968.86,87.3,28.3,11.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Egg Slicers,17548242011,Egg Slicers,"Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Egg Slicers",B0FHHBTDR3,,3 in 1 Egg Slicer for Hard Boiled Eggs with Cleaning Brush,"Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Egg Slicers",US,14.99,4.2,1.2,5.36,0.15,494.0,152.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FHHBTDR3; brand DJBNT,https://www.amazon.com/dp/B0FHHBTDR3,45.0,Reject,1.98,0.1322,978.86,86.3,50.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Cups & Mugs,3400731,Cups & Mugs,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,B0CWVTGJM2,,"Sea to Summit Detour Stainless Steel Collapsible 16 Ounce Camp Mug, Laurel Wreath Green",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,US,16.46,4.61,1.32,3.93,0.15,804.0,312.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CWVTGJM2; brand Sea to Summit,https://www.amazon.com/dp/B0CWVTGJM2,45.0,Reject,4.13,0.251,3321.32,87.3,40.8,6.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Tools,3398991,Tools,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Tools,B0DZ1S48T8,,"Snap Tool for Boat Covers, Snap Removal Tool with Non-Slip Silicone Grip, Ideal Boat Tool and Marine Snap Tool",Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Tools,US,12.99,3.64,1.04,4.19,0.15,410.0,88.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DZ1S48T8; brand Cnosky,https://www.amazon.com/dp/B0DZ1S48T8,45.0,Reject,2.17,0.1672,890.31,72.3,54.3,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Toilet Assistance Cushions,8624797011,Toilet Assistance Cushions,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,B0CTCL4TWP,,"Bedside Soft Commode seat Cushion, Thick Pad PU Cover with Fixing Straps for Commode Chair, Washable Toilet Seat Cushion Warmer for Elderly Adults",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,US,27.99,7.84,2.24,7.93,0.15,297.0,60.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CTCL4TWP; brand ZXMOBY,https://www.amazon.com/dp/B0CTCL4TWP,45.0,Reject,5.78,0.2066,1717.11,53.5,58.3,3.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Toilet Safety Frames & Rails,3775391,Toilet Safety Frames & Rails,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,B0DSBMZMX1,,"HOMLAND Toilet Safety Rails for Seniors, Adjustable Height & Width, 350 Lbs | Padded Armrests, Foldable Aluminum Toilet Safety Frame, Handicap Toilet Handles for Elderly and Disabled, Fit Any Toilets",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,US,39.99,11.2,3.2,8.29,0.15,2175.0,863.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DSBMZMX1; brand HOMLAND,https://www.amazon.com/dp/B0DSBMZMX1,45.0,Reject,11.3,0.2826,24580.76,87.3,18.3,37.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0D8YB5RHR,,"Topstache Leather Multitool Sheath with Belt Clip - Multi Tool Holster for Belt - EDC Belt Organizer Fits Multitool, Flashlight, Pen - Leather EDC Pouch, DarkBrown",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,22.99,6.44,1.84,3.93,0.15,449.0,365.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D8YB5RHR; brand topstache,https://www.amazon.com/dp/B0D8YB5RHR,45.0,Reject,7.33,0.3189,3291.84,78.8,36.8,20.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0G24G9R88,,"MAXPEDITION Platy Pocket Organizer, Durable EDC Tool Pouch for Men, Neck Wallet with Paracord Lanyard, Holds Flashlight, Multitool, Pen, Notebook",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,23.99,6.72,1.92,3.94,0.15,769.0,404.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G24G9R88; brand Maxpedition,https://www.amazon.com/dp/B0G24G9R88,45.0,Reject,7.81,0.3256,6007.04,87.3,24.3,30.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Dust Mops,23537023011,Dust Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,B0DQQ99ND6,,"Baseboard Cleaner Tool with Handle, Extendable Long Handle Baseboard Cleaning Duster with Reusable Pads for Floorboard, Ceiling Fan Blade Cleaner Duster (Gray)",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,US,23.89,6.69,1.91,6.33,0.15,1377.0,626.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DQQ99ND6; brand Qaestfy,https://www.amazon.com/dp/B0DQQ99ND6,45.0,Reject,5.38,0.2251,7403.44,87.3,28.3,19.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:String Mops,23537022011,String Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,B0DZPJ82BM,,"Libman Tornado Mop with 1 Refill, Self-Wringing Cotton Twist Mop",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,US,19.99,5.6,1.6,3.6,0.15,269.0,66.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,50.0,20.0,42.5,C,"observed:sales,reviews,rating; estimated:price,fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DZPJ82BM; brand LIBMAN COMMERCIAL,https://www.amazon.com/dp/B0DZPJ82BM,45.0,Reject,6.19,0.3097,1665.51,48.8,58.3,12.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,,,,,,,,,,,,
category:Angle Brooms,14253831,Angle Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,B0CPFXCNF1,,"Pine-Sol Indoor Jumbo Broom with Long, Stainless Steel Collapsible Handle for Easy Storage, Heavy Duty Angle Bristles for Wood, Tile, Linoleum, and More - Sweeps Wet or Dry Debris",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,US,17.99,5.04,1.44,12.34,0.15,625.0,246.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CPFXCNF1; brand Pine-Sol,https://www.amazon.com/dp/B0CPFXCNF1,45.0,Reject,-3.53,-0.1961,-2205.31,87.3,40.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Hand Brooms,14253841,Hand Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,B09LRZXJQF,,"SOUJOY 6 Pack Small Dustpan and Brush Set, Whisk Broom and Dust Pan with Handle, Nesting Tiny Cleaning Broom, Mini Hand Broom and Dustpan Set for Table, Desk, Keyboard, Cars and Pet Nest",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,US,20.99,5.88,1.68,6.6,0.15,576.0,213.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09LRZXJQF; brand SOUJOY,https://www.amazon.com/dp/B09LRZXJQF,45.0,Reject,3.68,0.1754,2120.54,87.3,40.8,3.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Buckets,2245509011,Buckets,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Buckets,B0CKT56KHF,,"Unger Professional 3-Gallon Collapsible Bucket, Portable Household Cleaning Supplies, Small Washing Buckets with Handles, Essential Water Container and Storage Organizer Tool",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Buckets,US,17.97,5.03,1.44,12.38,0.15,710.0,355.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CKT56KHF; brand UNGER,https://www.amazon.com/dp/B0CKT56KHF,45.0,Reject,-3.58,-0.199,-2538.61,87.3,36.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Edible Printer Paper & Frosting Sheets,8147491011,Edible Printer Paper & Frosting Sheets,Home & Kitchen > Kitchen & Dining > Bakeware > Decorating Tools > Edible Printer Ink & Paper > Edible Printer Paper & Frosting Sheets,B0CDDBBM72,,"Derzio 25 pcs Edible Paper A4 11.7“ x 8.3“ Frosting Sheets, Icing Sheets | Sugar Sheets for Cakes Printable, Cake Edible Sheets, Edible image Paper for Cake Toppers, Cakes, Cookies & Decor",Home & Kitchen > Kitchen & Dining > Bakeware > Decorating Tools > Edible Printer Ink & Paper > Edible Printer Paper & Frosting Sheets,US,29.99,8.4,2.4,6.66,0.15,701.0,452.0,3.9,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CDDBBM72; brand Derzio,https://www.amazon.com/dp/B0CDDBBM72,45.0,Reject,8.03,0.2678,5630.08,87.3,30.3,21.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Bottle Openers,3109475011,Bottle Openers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Bottle Openers,B0G1XKKSVD,,"Gobetter Wine Foil Cutter Tool, Foil Remover for Wine Bottles, 2 Count",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Bottle Openers,US,12.99,3.64,1.04,3.25,0.15,292.0,69.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G1XKKSVD; brand GOBETTER,https://www.amazon.com/dp/B0G1XKKSVD,45.0,Reject,3.11,0.2395,908.56,52.6,54.3,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Screwpull Levers,13825981,Screwpull Levers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,B0CNBPWC4V,,"Rabbit Vertical Corkscrew Wine Opener with One-Pull Design, Foil Cutter Included, Easy to Use Manual Lever, Durable Stainless Steel Spiral, Merlot",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,US,19.99,5.6,1.6,3.6,0.15,593.0,598.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,50.0,20.0,42.5,C,"observed:sales,reviews,rating; estimated:price,fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CNBPWC4V; brand Rabbit,https://www.amazon.com/dp/B0CNBPWC4V,45.0,Reject,6.19,0.3097,3671.56,87.3,30.3,18.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,,,,,,,,,,,,
category:Wine Stoppers,678499011,Wine Stoppers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Stoppers,B0BCG32BQX,,"Tessco for You 12 Pcs Stainless Steel Champagne Stoppers Bulk,Silver | Reusable Sealer Keeps Bubbles Fresh, Fits Prosecco Sparkling Wine Bottles, Rust-proof Lock Design for Parties Weddings",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Stoppers,US,21.99,6.16,1.76,5.71,0.15,408.0,54.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BCG32BQX; brand Tessco for you,https://www.amazon.com/dp/B0BCG32BQX,45.0,Reject,5.06,0.2302,2065.09,72.0,58.3,3.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Potato Mashers,678504011,Potato Mashers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,B0GRG25QD6,,304 Stainless Steel Meat Masher 11 Inch 6 Blade,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,US,14.99,4.2,1.2,4.89,0.15,216.0,25.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GRG25QD6; brand Twokylin,https://www.amazon.com/dp/B0GRG25QD6,45.0,Reject,2.45,0.1635,529.52,40.0,59.3,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Digital Scales,678508011,Digital Scales,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,B0F3CZRT3C,,"Maestri House S3 Pour Over Coffee Scale with Timer, 3kg/0.1g",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,US,28.79,8.06,2.3,5.76,0.15,1614.0,692.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F3CZRT3C; brand Maestri House,https://www.amazon.com/dp/B0F3CZRT3C,45.0,Reject,8.35,0.2901,13479.32,87.3,28.3,32.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Mandolines,23616035011,Mandolines,"Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Mandolines",B0DLHX5L86,,"Cabbage Slicer Ultra-Thin 0.04 in Julienne Cutter for Sauerkraut & Coleslaw | 0.04 in Ultra-Thin Blade, Japanese Stainless Steel, Stable Non-Slip Base, Foldable, Easy to Clean","Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Mandolines",US,15.99,4.48,1.28,5.37,0.15,490.0,280.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DLHX5L86; brand LOVE YOU Studio,https://www.amazon.com/dp/B0DLHX5L86,45.0,Reject,2.46,0.1539,1206.14,85.6,40.8,0.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Garlic Presses,678518011,Garlic Presses,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,B0BF5G17QS,,"Pamperεd Chεf Garlic Press, Garlic Mincer Easy-squeeze Ergonomic Handle, No Need To Peel, Rust Proof, Professional Ginger Press & Garlic Crusher with Handy Cleaning Brush- Dishwasher Safe",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,US,18.99,5.32,1.52,4.17,0.15,391.0,269.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BF5G17QS; brand Longmann,https://www.amazon.com/dp/B0BF5G17QS,45.0,Reject,5.13,0.2702,2006.42,69.1,40.8,5.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Index Card Storage,12900921,Index Card Storage,Office Products > Office Supplies > Education & Crafts > Filing Products > Index Card Filing > Index Card Storage,B0D5LLC68G,,"Olivo Index Card Holder Box 3x5 Flash Note Card Organizer, Colored, 4 Pack",Office Products > Office Supplies > Education & Crafts > Filing Products > Index Card Filing > Index Card Storage,US,12.99,3.64,1.04,6.22,0.15,808.0,231.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D5LLC68G; brand Olivo,https://www.amazon.com/dp/B0D5LLC68G,45.0,Reject,0.14,0.0109,114.33,87.3,36.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Cups & Mugs,3400731,Cups & Mugs,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,B0G5Q7234W,,"Mimorou 4 Pack 16 oz Stainless Steel Cups Metal Cup, Black | Pint Tumblers, Unbreakable Drinking Cups, Reusable Party Cups Bulk, Camping Outdoor Travel Picnic",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,US,16.99,4.76,1.36,4.88,0.15,683.0,223.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G5Q7234W; brand Mimorou,https://www.amazon.com/dp/B0G5Q7234W,45.0,Reject,3.44,0.2026,2350.54,87.3,36.8,3.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
