source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes
category:Food Dispensers,B0D1C5V3JK,B0GSZK2YWB,"Euiaey Coffee Syrup Dispenser for Coffee Bar, Glass Syrup Bottle with 1/4 oz Large Capacity Pump, Syrup Pump Dispenser with Pump for Coffee Station, Black with Tray,16.9oz, Set of 4","['Kitchen & Dining', 'kitchen']",US,29.44,8.24,2.36,8.61,0.15,451.0,114.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D1C5V3JK; parent B0GSZK2YWB; brand Euiaey
category:Food Dispensers,B0G96HZ25P,B0GK213YMG,Dovipira 2 Pack Large Magnetic Plastic Wrap and Foil Dispenser with Cutter,"['Kitchen & Dining', 'kitchen']",US,39.99,11.2,3.2,7.83,0.15,411.0,88.0,4.2,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G96HZ25P; parent B0GK213YMG; brand Dovipira
category:Food Dispensers,B0GS8BLXCK,B0H4KFJC5K,"16.9 fl oz/500ml Coffee Syrup Dispenser Set, Coffee Bar Accessories, 4 Glass Bottles with Silver Pumper and Syrup Labels,Syrup Dispenser for Coffee Bar with Spoons,4 Pack","['Kitchen & Dining', 'kitchen']",US,25.99,7.28,2.08,8.37,0.15,394.0,95.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GS8BLXCK; parent B0H4KFJC5K; brand ALPIRIRAL
category:Food Dispensers,B00JCYOGAK,B0FD8XQ283,"Winco PSUD-48 , Medium, White, Clear, 48 OZ, 1 Count (Pack of 1)","['Kitchen & Dining', 'kitchen']",US,15.21,4.26,1.22,6.37,0.15,375.0,584.0,4.3,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B00JCYOGAK; parent B0FD8XQ283; brand Winco
category:Food Dispensers,B0G6GK5349,B0D137R24C,"Eye Candy Frame, Candy Dispenser, Gumball Machine in a Frame, For Candies, Nuts, Dog & Cat Treats, Hang on Wall, Stand on Table, Birthday & Holiday Gift for All Ages, Large 15“ x 12“ (Green)","['Kitchen & Dining', 'kitchen']",US,39.95,11.19,3.2,7.93,0.15,371.0,285.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G6GK5349; parent B0D137R24C; brand Eye Candy Frame
category:Food Dispensers,B0BTDKH44F,B0BTDKH44F,"INFTYLE Coffee Syrup Dispenser Bottles Set 6 Pack 7 OZ, Simple Small Glass Syrup Bottles for Coffee Bar with Metal Pour Spout Ideal for Coffee Syrups, Honey","['Kitchen & Dining', 'kitchen']",US,22.99,6.44,1.84,7.97,0.15,368.0,291.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BTDKH44F; parent B0BTDKH44F; brand INFTYLE
category:Food Dispensers,B0H1F1XBPQ,B0H7T45NRS,"Glass Coffee Syrup Dispensers with Pumps, Syrup Bottles with Label Set - Essential Coffee Bar Accessories, 11.8 oz/350ml, Set of 4","['Kitchen & Dining', 'kitchen']",US,37.95,10.63,3.04,8.31,0.15,364.0,108.0,4.2,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H1F1XBPQ; parent B0H7T45NRS; brand APT 1101
category:Food Dispensers,B09TP31155,B0BTP2Y28S,"INFTYLE Syrup Bottle Set of 3 - Syrup Dispenser with Leak-Proof Lids Pour Spout Ideal for Coffee Syrups,Honey,Condiments,Olive Oil","['Kitchen & Dining', 'kitchen']",US,13.49,3.78,1.08,7.26,0.15,357.0,463.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09TP31155; parent B0BTP2Y28S; brand INFTYLE
category:Food Dispensers,B0055OWLFI,B0BS9WS8WS,"Great Northern Popcorn Gumball Machine with Coin Bank, Red, 15“","['Kitchen & Dining', 'kitchen']",US,30.24,8.47,2.42,15.35,0.15,348.0,975.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0055OWLFI; parent B0BS9WS8WS; brand Great Northern
category:Food Dispensers,B0BTNRV521,B0CTCJMV11,"YOBRO Candy Dispenser, Cute Vending Machine for Desktop, Manual Candy Machine, Dispense Mini Candies, Birthday&Christmas Gift for Girls, Gift for Friends Girlfriends (Black)","['Kitchen & Dining', 'kitchen']",US,21.99,6.16,1.76,5.37,0.15,345.0,589.0,4.1,0.55,10000,1.0,70,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BTNRV521; parent B0CTCJMV11; brand YOBRO
category:Food Dispensers,B0FNML674Z,B0FNMKFQJ7,"Fukaisu Candy Dispenser Picture Frame, Wall Mount Gumball Machine (Pink) | Creative Handy Candy Dispenser for Desk Countertop Adults & Children Room Sweet Display","['Kitchen & Dining', 'kitchen']",US,22.99,6.44,1.84,5.94,0.15,337.0,49.0,3.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FNML674Z; parent B0FNMKFQJ7; brand Fukaisu
category:Food Dispensers,B07GF9Z1RD,B09STLXTCY,"Belinlen 10 Pack 8 oz Plastic Squeeze Bottles with Red Tip Caps | Condiment Squeeze Bottles - Multipurpose for Sauce, Oil, Icing, Crafts, Art","['Kitchen & Dining', 'kitchen']",US,13.99,3.92,1.12,6.38,0.15,337.0,1077.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07GF9Z1RD; parent B09STLXTCY; brand Belinlen
category:Food Dispensers,B0FX94CFBN,B0FX9B25BL,"Candy Dispenser Picture Hanging Frame - Gumball Machine in a Frame, Wall Candy Dispenser Perfect for Candies & Nuts, Birthday Christmas Gift for All Ages, Large 12“ x 8“ (Yellow)","['Kitchen & Dining', 'kitchen']",US,16.01,4.48,1.28,5.94,0.15,325.0,94.0,4.1,0.55,10000,1.0,70,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FX94CFBN; parent B0FX9B25BL; brand HOOMESUN
category:Food Dispensers,B00005KJWY,B00005KJWY,"Aroma Housewares 27lbs Large Rice Dispenser, 7.25 x 16.5 x 16.5 inches, White","['Kitchen & Dining', 'kitchen']",US,46.99,13.16,3.76,18.77,0.15,300.0,2222.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B00005KJWY; parent B00005KJWY; brand AROMA
category:Food Dispensers,B0DDDD7WD1,B0F8XDPCB1,"Inevibe Bulk Candy Dispenser with Two Lids for Desk, Office, Buffet (1) | Acrylic Storage Holder Container to Store Chocolate, Treats, Sweets, and Snacks for Countertop or Wall Mount Use","['Kitchen & Dining', 'kitchen']",US,23.75,6.65,1.9,6.78,0.15,296.0,79.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DDDD7WD1; parent B0F8XDPCB1; brand Inevibe
category:Food Dispensers,B0GFW9LGSD,B0GVMQFG4D,"Adorabby Cereal Dispenser Countertop 2 Pack, Double 3L Airtight","['Kitchen & Dining', 'kitchen']",US,39.99,11.2,3.2,9.17,0.15,287.0,58.0,4.2,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GFW9LGSD; parent B0GVMQFG4D; brand Adorabby
category:Food Dispensers,B0DG5YNPML,B0HCP1FM63,"Starfrit Dripless Syrup Dispenser, 600ml, Silicone Seal, Dishwasher Safe | Drip-free pouring. Fits maple syrup cans. Silicone seal. Easy open tab. Dishwasher safe.","['Kitchen & Dining', 'kitchen']",US,13.56,3.8,1.08,6.37,0.15,263.0,486.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DG5YNPML; parent B0HCP1FM63; brand Starfrit
category:Food Dispensers,B0D2N5J8V1,B0HDVTVF8R,"4PCS Coffee Syrup Dispenser, Glass Syrup Dispenser for Coffee Bar w. Labels and Pump, 16.9 oz 500ml Syrup Pump Dispenser, Coffee Bar Accessories Simple Syrup Bottle w. Pump, Ideal Gift","['Kitchen & Dining', 'kitchen']",US,26.99,7.56,2.16,8.49,0.15,256.0,129.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D2N5J8V1; parent B0HDVTVF8R; brand GYOSUGANG
category:Food Dispensers,B0F4XQW4VL,B0G2YLGQMT,"ALPIRIRAL Syrup Dispenser for Coffee Bar, Glass Syrup Dispenser with Pump, 16.9 fl oz Honey Bottles, Labels, Spoons, Coffee Art Pen, 3 Pack","['Kitchen & Dining', 'kitchen']",US,26.99,7.56,2.16,8.21,0.15,247.0,141.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F4XQW4VL; parent B0G2YLGQMT; brand ALPIRIRAL
category:Food Dispensers,B09XHFQD7Q,B09XHFQD7Q,"J&M Design Glass Syrup Dispenser Bottle for Maple Syrup, Sugar Dispenser Jar W/Handle Shaker For Pancakes, Coffee, Cereal Bowl, Tea Pour Spout Lid Easy Spoon Measure 7.5oz Container Holder","['Kitchen & Dining', 'kitchen']",US,12.99,3.64,1.04,4.48,0.15,244.0,615.0,3.7,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09XHFQD7Q; parent B09XHFQD7Q; brand J&M DESIGN
category:Food Dispensers,B0C5K8XHWY,B0CLYLZX59,"Olde Midway 12“ Gumball Machine with Glass Globe and Metal Base - Pink, Vintage-Style Bubble Gum Candy Dispenser","['Kitchen & Dining', 'kitchen']",US,36.99,10.36,2.96,8.12,0.15,237.0,391.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C5K8XHWY; parent B0CLYLZX59; brand OLDE MIDWAY
category:Food Jars & Canisters,B0DXKW45Y3,B0FZ9XL7KD,"SHOWIN Overnight Oats Containers with Lids, 16oz Glass Jars with Lids 4 pcs, Candy, Wide Mouth Mason jars for Salad, Yogurt, Snacks, Meal Prep","['Kitchen & Dining', 'kitchen']",US,16.99,4.76,1.36,7.19,0.15,4597.0,338.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DXKW45Y3; parent B0FZ9XL7KD; brand SHOWIN
category:Food Jars & Canisters,B0DMP7H3Q9,B0DRG3K2Q9,"10 oz Overnight Oats Containers with Bamboo Lids, Glass Mason Jars 4 Pack | Airtight Seal Keeps Leakproof, Wide Mouth for Easy Filling & Cleaning, Ideal for Chia Pudding, Yogurt Parfaits & Meal Prep","['Kitchen & Dining', 'kitchen']",US,19.99,5.6,1.6,7.73,0.15,4299.0,1215.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DMP7H3Q9; parent B0DRG3K2Q9; brand HomArtist
category:Food Jars & Canisters,B0FCM2MT4V,B0H3V1HW82,Overnight Oats Containers with Lids and Spoons - 4 Pack 16 oz Glass Mason Jars with Separate Compartments Airtight Overnight Oat Jars Leakproof Yogurt Parfait Cup for Oatmeal Chia Pudding Cereal Salad,"['Kitchen & Dining', 'kitchen']",US,18.39,5.15,1.47,7.92,0.15,3878.0,416.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FCM2MT4V; parent B0H3V1HW82; brand Torchero
category:Food Jars & Canisters,B0FNN4WLKJ,B0H2VWSWGW,"Vtopmart 6 Pack 16oz Glass Overnight Oats Containers with Bamboo Lids | Airtight Lid, Leak Proof, Good Grade, Wide Mouth, Reusable, Portable, For Yogurt Chia Pudding Salad Pickling Snacks Meal prep","['Kitchen & Dining', 'kitchen']",US,21.49,6.02,1.72,8.02,0.15,3837.0,224.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FNN4WLKJ; parent B0H2VWSWGW; brand Vtopmart
category:Food Jars & Canisters,B0G8VDQQP4,B0G8VDQQP4,"4 Pack 20 oz Overnight Oats Containers with Lids and Spoons, Glass | 16+4 oz Dual-Layer Glass Jars Dry and Wet Separation, Leak Proof, Good Grade, Reusable, Portable,For Oatmeal Salad Yogurt","['Kitchen & Dining', 'kitchen']",US,26.99,7.56,2.16,4.39,0.15,3435.0,351.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G8VDQQP4; parent B0G8VDQQP4; brand Fcotsm
category:Food Jars & Canisters,B0DYGB5Z42,B0GF45LT6K,"Brod & Taylor Sourdough Starter Jar (32oz) 100% Dishwasher Safe, Measurement Markings, Height Marker & Loose-Fitting Lid That Prevents Pressure Buildup (Durable Glass Jar, BPA-Free)","['Kitchen & Dining', 'kitchen']",US,24.95,6.99,2.0,5.35,0.15,3001.0,522.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DYGB5Z42; parent B0GF45LT6K; brand Brod & Taylor
category:Food Jars & Canisters,B0DYD4K1M1,B0DNHBXYB3,"ComSaf 8+4Oz 4Pcs Overnight Oats Containers with Lids, Small Dual-Layer Jar | Glass Cups, Dry Wet Separation, Yogurt Parfait Cereal Nut Fruit Chia Pudding Salad Snack Oatmeal, Meal Prep, Fridge Storage","['Kitchen & Dining', 'kitchen']",US,19.99,5.6,1.6,7.72,0.15,2508.0,1755.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DYD4K1M1; parent B0DNHBXYB3; brand ComSaf
category:Food Jars & Canisters,B0CWGDMS7W,B0CW98JWF5,"MOLADRI 28 fl oz/850 ml Clear Glass Storage Canister with Airtight Wooden Screw Lid, Medium Cute Decorative Glass Container Jar for Coffee,Candy,Salt,Cookie,Condiment,Pepper,Sugar,Overnight Oatmeal","['Kitchen & Dining', 'kitchen']",US,15.99,4.48,1.28,4.9,0.15,2089.0,290.0,4.2,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CWGDMS7W; parent B0CW98JWF5; brand MOLADRI
category:Food Jars & Canisters,B0FSRPZVZJ,B0H42VD3NF,"Overnight Oats Containers with Lids - Glass Mason Jars, Meal Prep","['Kitchen & Dining', 'kitchen']",US,23.7,6.64,1.9,7.73,0.15,2075.0,116.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FSRPZVZJ; parent B0H42VD3NF; brand EDELHAUS
category:Food Jars & Canisters,B0CMST7J9R,B0CMST7J9R,"MHDCLY Overnight Oats Containers with Lids,16oz Overnight Oats Jars 4 Pack, Oatmeal Cups,Meal Prep Containers,Glass Meal Prep Containers with Lids,China Pudding Jars","['Kitchen & Dining', 'kitchen']",US,16.99,4.76,1.36,7.21,0.15,1946.0,1443.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CMST7J9R; parent B0CMST7J9R; brand MHDCLY
category:Food Jars & Canisters,B0GCJ7YDTJ,B0GCJD43SW,"Danmu 16 oz Overnight Oats Containers with Lids,Glass Jars with Lids 4 Pack","['Kitchen & Dining', 'kitchen']",US,18.99,5.32,1.52,8.12,0.15,1875.0,124.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GCJ7YDTJ; parent B0GCJD43SW; brand Danmu
category:Food Jars & Canisters,B0C1JN3BLD,B0C1JN3BLD,"16 Oz Glass Overnight Oats Containers with Lids and Spoon Chia Pudding Jars | 4 Pack Mason Jars, Leak-proof and Portable, Wide-mouth Design for Storage & Meal Prep Yogurt, Cereals, Fruit, Snack, Sugar","['Kitchen & Dining', 'kitchen']",US,14.99,4.2,1.2,7.5,0.15,1780.0,2279.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C1JN3BLD; parent B0C1JN3BLD; brand DRKIO
category:Food Jars & Canisters,B0F4DJP16Q,B0FGY4VFJ1,"COYACOOL Overnight Oats Containers with Lids, 16oz Wide Mouth Mason Jars with Lids, 9 Pack Glass Jars with Airtight lid for Chia Pudding Yogurt Salad, Meal Prer Oatmeal Jars","['Kitchen & Dining', 'kitchen']",US,21.99,6.16,1.76,8.86,0.15,1682.0,174.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F4DJP16Q; parent B0FGY4VFJ1; brand COYACOOL
category:Food Jars & Canisters,B0C3G9MBCZ,B0DQL1N8R7,"piconesper 2PCS Small Glass Storage Jars with Airtight Lids, 17 fl oz (500ml) coffee container with Wooden Lid, Glass Pantry Canister for Beans, Rice, Sugar and etc","['Kitchen & Dining', 'kitchen']",US,17.47,4.89,1.4,5.37,0.15,1518.0,499.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C3G9MBCZ; parent B0DQL1N8R7; brand piconesper
category:Food Jars & Canisters,B07PP3G7LL,B0HC3P2LH4,"Reluen Large Seasoning Shaker Set of 2, 32 Oz Airtight Wide Mouth, Dual Lid | Seasoning Containers & Spice Shaker Jars for Salt, Sugar, Pepper, Spices, NOT Dishwasher Safe, Easy to Refill, Odor-Resistant","['Kitchen & Dining', 'kitchen']",US,13.99,3.92,1.12,5.94,0.15,1491.0,2050.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07PP3G7LL; parent B0HC3P2LH4; brand Reluen
category:Food Jars & Canisters,B0GCDBD7TT,B0GGQW3FY7,"Small Glass Containers with Airtight Lids 4 oz 6 Pack Mini Jam Jars | Small Size, Labels Included, Jam Jelly Honey Jar, Wedding Favors,Handmade Candles,Diy Crafting,Leak Proof,BPA-Free","['Kitchen & Dining', 'kitchen']",US,22.49,6.3,1.8,8.07,0.15,1487.0,139.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GCDBD7TT; parent B0GGQW3FY7; brand KTMAMA
category:Hanging Baskets,B0F6LFRDHQ,B0G43V49GB,"Degeyoyo Hanging Basket, 3-Tier Woven Wall Basket with 4 Hooks, Cotton Rope Storage Baskets, Over the Door Organizer for Nursery, Bedroom, Cottage and Boho Wall Decor","['Kitchen & Dining', 'kitchen']",US,24.99,7.0,2.0,7.82,0.15,898.0,136.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F6LFRDHQ; parent B0G43V49GB; brand Degeyoyo
category:Hanging Baskets,B09LV7CCP9,B0CR9LTSZJ,"Doitxue 3PCS Plastic Hanging Baskets for Shower, Hanging Basket Organizer with Hooks, Rectangle 10.6Inches Small Hanging Storage Basket (Grey)","['Kitchen & Dining', 'kitchen']",US,17.99,5.04,1.44,8.3,0.15,410.0,429.0,4.3,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09LV7CCP9; parent B0CR9LTSZJ; brand Doitxue
category:Hanging Baskets,B0GVNGPW41,B0H6B9X9BD,"Water Hyacinth Pantry Baskets Set of 6, 12.5 x 9.5 x 6in Wicker Storage Baskets for Shelves, Pantry Baskets Organization, Bathroom Shelves Storage Basket","['Kitchen & Dining', 'kitchen']",US,19.99,5.6,1.6,3.6,0.15,401.0,29.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,65,50,20,42.5,C,"observed:sales,reviews,rating; estimated:price,fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GVNGPW41; parent B0H6B9X9BD; brand DINGTAI
category:Hanging Baskets,B0998CW64B,B0998CW64B,X-cosrack 3 Tier Large Stackable Snack Organizer - Versatile Wall Mounted Wire Storage Basket with Divider for Candy Chip Cans Bars - Ideal for Pantry Office Home,"['Kitchen & Dining', 'kitchen']",US,28.21,7.9,2.26,8.92,0.15,393.0,405.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0998CW64B; parent B0998CW64B; brand X-cosrack
category:Hanging Baskets,B07Y7SMDWN,B0H9KR5HLQ,hanging wicker basket Hand-Woven Wood Storage Basket Portable Wall Hanging Flower Basket Organizer Fruit Vegetable Rattan Box Home Decoration Height 6.1in,"['Kitchen & Dining', 'kitchen']",US,12.8,3.58,1.02,5.36,0.15,382.0,869.0,4.1,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07Y7SMDWN; parent B0H9KR5HLQ; brand Koolouispoper
category:Hanging Baskets,B0CG6R2L3B,B0CHXZVF2Y,"Homics Chest Freezer Organizer Bins 16.5in Metal Wire Baskets | Deep Freezer Storage Baskets with Hanging Handles for Bottom Freezer, Set of 2","['Kitchen & Dining', 'kitchen']",US,32.99,9.24,2.64,9.55,0.15,313.0,277.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CG6R2L3B; parent B0CHXZVF2Y; brand Homics
category:Hanging Baskets,B0D41ZYL8D,B0D3143WSS,11 Pcs Boho Hanging Wall Basket Decor Handmade Woven Basket Wall Decorative Boho Wicker Baskets Placemats Round Farmhouse Bulrush Art for Rustic Home Decorations Christmas Gift(Stylish),"['Kitchen & Dining', 'kitchen']",US,58.99,16.52,4.72,8.59,0.15,311.0,325.0,4.6,0.55,10000,1.0,70,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D41ZYL8D; parent B0D3143WSS; brand Xuhal
category:Hanging Baskets,B0FJLRZQWM,B0GYT5VWL2,"Cotton Hanging Fruit Basket,3 Tier Woven wall Basket, hanging Storage baskets for Kicthen and Bathroom, Macrame wall hanging, Boho Decor Over The Door Decor Organizer, White (Brown)","['Kitchen & Dining', 'kitchen']",US,33.99,9.52,2.72,6.59,0.15,274.0,93.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FJLRZQWM; parent B0GYT5VWL2; brand JMZ E Home
category:Hanging Baskets,B0CZ3VKN4J,B0CZ3YCYP7,"AARAINBOW Wall Hanging Cotton Baskets - Large 3 Tier Decorative Baskets for Wall, Nursery, Bathroom (B-Brown)","['Kitchen & Dining', 'kitchen']",US,18.99,5.32,1.52,8.5,0.15,247.0,350.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CZ3VKN4J; parent B0CZ3YCYP7; brand AARAINBOW
